,participant,participant_code,card_no,correct_card,correct_persevering,seq_no,rule,card_shape,card_number,card_colour,reaction_time_ms,status,card_selected,error,perseverance_error,not_perseverance_error
760,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,31,4,3,1,color,cross,4,red,1870,1,4,0,0,0
761,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,5,2,1,2,color,circle,2,blue,970,1,2,0,0,0
762,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,23,2,3,3,color,cross,2,red,903,1,2,0,0,0
763,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,18,1,3,4,color,cross,1,green,2599,1,1,0,0,0
764,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,20,1,3,5,color,cross,1,yellow,1111,1,1,0,0,0
765,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,43,3,1,1,shape,star,3,red,1781,1,3,0,0,0
766,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,39,2,1,2,shape,star,2,red,775,1,2,0,0,0
767,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,14,4,2,3,shape,circle,4,green,1089,1,4,0,0,0
768,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,49,1,3,4,shape,triangle,1,blue,1079,1,1,0,0,0
769,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,31,4,1,5,shape,cross,4,red,1607,1,4,0,0,0
770,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,43,4,4,1,number,star,3,red,1287,2,3,1,0,1
771,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,49,2,2,2,number,triangle,1,blue,907,1,2,0,0,0
772,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,59,2,2,3,number,triangle,3,red,1100,1,2,0,0,0
773,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,31,3,3,4,number,cross,4,red,1365,2,4,1,0,1
774,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,14,1,1,5,number,circle,4,green,1467,1,1,0,0,0
775,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,12,1,1,6,number,circle,3,yellow,800,1,1,0,0,0
776,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,31,3,3,7,number,cross,4,red,1147,1,3,0,0,0
777,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,24,2,2,1,shape,cross,2,yellow,1106,1,2,0,0,0
778,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,13,4,4,2,shape,circle,4,blue,1304,2,1,1,0,1
779,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,49,1,1,3,shape,triangle,1,blue,1846,2,3,1,0,1
780,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,10,3,3,4,shape,circle,3,green,2366,2,1,1,0,1
781,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,59,3,3,5,shape,triangle,3,red,1090,1,3,0,0,0
782,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,18,1,1,6,shape,cross,1,green,1244,1,1,0,0,0
783,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,34,1,4,1,color,star,1,green,764,1,1,0,0,0
784,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,39,2,4,2,color,star,2,red,906,1,2,0,0,0
785,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,24,2,3,3,color,cross,2,yellow,709,1,2,0,0,0
786,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,13,4,1,4,color,circle,4,blue,1246,1,4,0,0,0
787,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,39,2,4,5,color,star,2,red,1002,1,2,0,0,0
788,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,42,3,2,1,shape,star,3,green,1667,1,3,0,0,0
789,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,20,1,4,2,shape,cross,1,yellow,1608,1,1,0,0,0
790,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,12,3,4,3,shape,circle,3,yellow,1515,1,3,0,0,0
791,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,34,1,2,4,shape,star,1,green,1031,1,1,0,0,0
792,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,39,2,1,5,shape,star,2,red,1028,1,2,0,0,0
793,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,5,2,3,6,shape,circle,2,blue,1108,1,2,0,0,0
794,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,61,4,2,1,color,triangle,4,blue,3902,1,4,0,0,0
795,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,61,4,2,2,color,triangle,4,blue,2778,1,4,0,0,0
796,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,14,4,1,3,color,circle,4,green,4071,1,4,0,0,0
797,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,14,4,1,4,color,circle,4,green,1219,1,4,0,0,0
798,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,23,2,3,5,color,cross,2,red,3732,1,2,0,0,0
799,919015.0,s.da3184d8-1ba0-4690-bf0e-50f289ad1cb3.txt,20,1,3,6,color,cross,1,yellow,1972,1,1,0,0,0
800,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,52,1,0,1,shape,triangle,1,yellow,5391,2,4,1,0,1
801,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,59,3,0,2,shape,triangle,3,red,3843,2,2,1,0,1
802,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,23,2,0,3,shape,cross,2,red,4092,1,2,0,0,0
803,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,52,1,0,4,shape,triangle,1,yellow,1352,1,1,0,0,0
804,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,52,1,0,5,shape,triangle,1,yellow,962,1,1,0,0,0
805,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,60,3,0,6,shape,triangle,3,yellow,2103,1,3,0,0,0
806,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,61,4,0,7,shape,triangle,4,blue,1259,1,4,0,0,0
807,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,10,3,0,8,shape,circle,3,green,1459,1,3,0,0,0
808,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,24,2,0,9,shape,cross,2,yellow,1045,1,2,0,0,0
809,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,43,3,0,10,shape,star,3,red,1260,1,3,0,0,0
810,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,60,2,2,1,number,triangle,3,yellow,1086,2,3,1,0,1
811,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,43,4,4,2,number,star,3,red,2214,1,4,0,0,0
812,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,63,2,2,3,number,triangle,4,red,1148,1,2,0,0,0
813,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,5,1,1,4,number,circle,2,blue,1255,1,1,0,0,0
814,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,8,1,1,5,number,circle,2,yellow,1565,1,1,0,0,0
815,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,63,2,2,6,number,triangle,4,red,1133,1,2,0,0,0
816,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,60,2,2,7,number,triangle,3,yellow,1398,1,2,0,0,0
817,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,12,1,1,8,number,circle,3,yellow,1450,1,1,0,0,0
818,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,52,2,2,9,number,triangle,1,yellow,1423,1,2,0,0,0
819,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,24,2,2,1,color,cross,2,yellow,1102,2,3,1,0,1
820,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,59,3,3,2,color,triangle,3,red,4005,2,1,1,0,1
821,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,60,3,3,3,color,triangle,3,yellow,3348,1,3,0,0,0
822,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,20,1,1,4,color,cross,1,yellow,1509,1,1,0,0,0
823,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,23,2,2,5,color,cross,2,red,1049,1,2,0,0,0
824,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,61,4,4,6,color,triangle,4,blue,1644,1,4,0,0,0
825,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,59,3,3,7,color,triangle,3,red,1670,1,3,0,0,0
826,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,13,4,4,8,color,circle,4,blue,1351,1,4,0,0,0
827,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,52,1,4,1,shape,triangle,1,yellow,1117,1,1,0,0,0
828,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,12,3,4,2,shape,circle,3,yellow,1064,1,3,0,0,0
829,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,18,1,2,3,shape,cross,1,green,857,1,1,0,0,0
830,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,33,1,3,4,shape,star,1,blue,809,1,1,0,0,0
831,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,61,4,3,5,shape,triangle,4,blue,1038,1,4,0,0,0
832,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,52,1,4,6,shape,triangle,1,yellow,792,1,1,0,0,0
833,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,37,2,3,7,shape,star,2,blue,829,1,2,0,0,0
834,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,59,3,1,8,shape,triangle,3,red,854,1,3,0,0,0
835,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,34,4,4,1,number,star,1,green,840,2,1,1,0,1
836,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,24,3,3,2,number,cross,2,yellow,1540,1,3,0,0,0
837,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,43,4,4,3,number,star,3,red,1067,1,4,0,0,0
838,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,49,2,2,4,number,triangle,1,blue,1647,1,2,0,0,0
839,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,63,2,2,5,number,triangle,4,red,1197,1,2,0,0,0
840,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,43,4,4,6,number,star,3,red,1134,1,4,0,0,0
841,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,12,1,1,7,number,circle,3,yellow,1146,1,1,0,0,0
842,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,18,1,1,1,color,cross,1,green,1397,2,3,1,0,1
843,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,30,4,4,2,color,cross,4,green,1194,2,2,1,0,1
844,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,63,4,4,3,color,triangle,4,red,843,1,4,0,0,0
845,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,33,1,1,4,color,star,1,blue,1040,1,1,0,0,0
846,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,42,3,3,5,color,star,3,green,1377,1,3,0,0,0
847,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,39,4,1,1,number,star,2,red,766,2,2,1,0,1
848,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,8,1,4,2,number,circle,2,yellow,1340,1,1,0,0,0
849,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,14,1,2,3,number,circle,4,green,1410,1,1,0,0,0
850,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,39,4,1,4,number,star,2,red,1248,1,4,0,0,0
851,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,33,4,3,5,number,star,1,blue,1653,1,4,0,0,0
852,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,8,1,4,6,number,circle,2,yellow,1007,1,1,0,0,0
853,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,42,3,3,1,shape,star,3,green,1260,2,4,1,0,1
854,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,60,3,3,2,shape,triangle,3,yellow,772,1,3,0,0,0
855,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,8,2,2,3,shape,circle,2,yellow,1079,1,2,0,0,0
856,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,30,4,4,4,shape,cross,4,green,1147,1,4,0,0,0
857,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,52,1,1,5,shape,triangle,1,yellow,1161,1,1,0,0,0
858,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,5,2,2,6,shape,circle,2,blue,925,1,2,0,0,0
859,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,30,4,4,7,shape,cross,4,green,1070,1,4,0,0,0
860,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,31,4,3,1,color,cross,4,red,872,1,4,0,0,0
861,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,5,2,1,2,color,circle,2,blue,916,1,2,0,0,0
862,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,23,2,3,3,color,cross,2,red,715,1,2,0,0,0
863,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,18,1,3,4,color,cross,1,green,1267,1,1,0,0,0
864,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,20,1,3,5,color,cross,1,yellow,751,1,1,0,0,0
865,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,43,3,1,1,shape,star,3,red,954,1,3,0,0,0
866,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,39,2,1,2,shape,star,2,red,694,1,2,0,0,0
867,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,14,4,2,3,shape,circle,4,green,934,1,4,0,0,0
868,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,49,1,3,4,shape,triangle,1,blue,1039,1,1,0,0,0
869,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,31,4,1,5,shape,cross,4,red,965,1,4,0,0,0
870,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,43,4,4,1,number,star,3,red,698,2,3,1,0,1
871,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,49,2,2,2,number,triangle,1,blue,1256,1,2,0,0,0
872,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,59,2,2,3,number,triangle,3,red,1747,1,2,0,0,0
873,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,31,3,3,4,number,cross,4,red,1101,1,3,0,0,0
874,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,14,1,1,5,number,circle,4,green,1805,1,1,0,0,0
875,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,12,1,1,6,number,circle,3,yellow,939,1,1,0,0,0
876,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,31,3,3,7,number,cross,4,red,1510,1,3,0,0,0
877,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,24,2,2,1,shape,cross,2,yellow,798,2,3,1,0,1
878,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,13,4,4,2,shape,circle,4,blue,906,2,3,1,0,1
879,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,49,1,1,3,shape,triangle,1,blue,811,1,1,0,0,0
880,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,10,3,3,4,shape,circle,3,green,969,1,3,0,0,0
881,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,59,3,3,5,shape,triangle,3,red,1115,1,3,0,0,0
882,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,18,1,1,6,shape,cross,1,green,3195,1,1,0,0,0
883,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,34,1,4,1,color,star,1,green,1154,1,1,0,0,0
884,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,39,2,4,2,color,star,2,red,977,1,2,0,0,0
885,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,24,2,3,3,color,cross,2,yellow,870,1,2,0,0,0
886,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,13,4,1,4,color,circle,4,blue,1071,1,4,0,0,0
887,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,39,2,4,5,color,star,2,red,912,1,2,0,0,0
888,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,42,3,2,1,shape,star,3,green,1205,1,3,0,0,0
889,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,20,1,4,2,shape,cross,1,yellow,858,1,1,0,0,0
890,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,12,3,4,3,shape,circle,3,yellow,871,1,3,0,0,0
891,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,34,1,2,4,shape,star,1,green,700,1,1,0,0,0
892,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,39,2,1,5,shape,star,2,red,789,1,2,0,0,0
893,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,5,2,3,6,shape,circle,2,blue,719,1,2,0,0,0
894,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,61,4,2,1,color,triangle,4,blue,895,1,4,0,0,0
895,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,61,4,2,2,color,triangle,4,blue,859,1,4,0,0,0
896,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,14,4,1,3,color,circle,4,green,683,1,4,0,0,0
897,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,14,4,1,4,color,circle,4,green,811,1,4,0,0,0
898,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,23,2,3,5,color,cross,2,red,784,1,2,0,0,0
899,948779.0,s.75535c43-c491-41ce-b05a-9e5bf9d3b82a.txt,20,1,3,6,color,cross,1,yellow,862,1,1,0,0,0
900,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,52,1,0,1,shape,triangle,1,yellow,2885,2,2,1,0,1
901,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,59,3,0,2,shape,triangle,3,red,3648,2,1,1,0,1
902,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,23,2,0,3,shape,cross,2,red,2768,2,3,1,0,1
903,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,52,1,0,4,shape,triangle,1,yellow,3781,1,1,0,0,0
904,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,52,1,0,5,shape,triangle,1,yellow,1417,1,1,0,0,0
905,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,60,3,0,6,shape,triangle,3,yellow,3615,1,3,0,0,0
906,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,61,4,0,7,shape,triangle,4,blue,1939,1,4,0,0,0
907,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,10,3,0,8,shape,circle,3,green,2272,1,3,0,0,0
908,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,24,2,0,9,shape,cross,2,yellow,1726,1,2,0,0,0
909,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,43,3,0,10,shape,star,3,red,1971,1,3,0,0,0
910,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,60,2,2,1,number,triangle,3,yellow,1691,2,3,1,0,1
911,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,43,4,4,2,number,star,3,red,2244,2,3,1,0,1
912,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,63,2,2,3,number,triangle,4,red,1919,2,4,1,0,1
913,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,5,1,1,4,number,circle,2,blue,3162,2,2,1,0,1
914,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,8,1,1,5,number,circle,2,yellow,2414,2,4,1,0,1
915,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,63,2,2,6,number,triangle,4,red,2230,2,1,1,0,1
916,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,60,2,2,7,number,triangle,3,yellow,5527,2,4,1,0,1
917,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,12,1,1,8,number,circle,3,yellow,6334,2,3,1,0,1
918,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,52,2,2,9,number,triangle,1,yellow,1521,2,1,1,0,1
919,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,24,2,2,1,color,cross,2,yellow,1555,1,2,0,0,0
920,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,59,3,3,2,color,triangle,3,red,1242,1,3,0,0,0
921,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,60,3,3,3,color,triangle,3,yellow,2192,1,3,0,0,0
922,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,20,1,1,4,color,cross,1,yellow,10000,3,3,1,0,1
923,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,23,2,2,5,color,cross,2,red,10000,3,3,1,0,1
924,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,61,4,4,6,color,triangle,4,blue,10000,3,3,1,0,1
925,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,59,3,3,7,color,triangle,3,red,10000,3,3,1,1,0
926,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,13,4,4,8,color,circle,4,blue,10000,3,3,1,0,1
927,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,52,1,4,1,shape,triangle,1,yellow,10000,3,3,1,0,1
928,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,12,3,4,2,shape,circle,3,yellow,10000,3,3,1,0,1
929,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,18,1,2,3,shape,cross,1,green,10000,3,3,1,0,1
930,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,33,1,3,4,shape,star,1,blue,10000,3,3,1,1,0
931,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,61,4,3,5,shape,triangle,4,blue,10000,3,3,1,1,0
932,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,52,1,4,6,shape,triangle,1,yellow,1352,1,1,0,0,0
933,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,37,2,3,7,shape,star,2,blue,1313,1,2,0,0,0
934,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,59,3,1,8,shape,triangle,3,red,1186,1,3,0,0,0
935,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,34,4,4,1,number,star,1,green,1361,2,1,1,0,1
936,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,24,3,3,2,number,cross,2,yellow,1885,2,4,1,0,1
937,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,43,4,4,3,number,star,3,red,1341,2,3,1,0,1
938,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,49,2,2,4,number,triangle,1,blue,2546,1,2,0,0,0
939,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,63,2,2,5,number,triangle,4,red,2980,1,2,0,0,0
940,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,43,4,4,6,number,star,3,red,3420,1,4,0,0,0
941,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,12,1,1,7,number,circle,3,yellow,3872,1,1,0,0,0
942,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,18,1,1,1,color,cross,1,green,3815,1,1,0,0,0
943,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,30,4,4,2,color,cross,4,green,2963,2,3,1,0,1
944,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,63,4,4,3,color,triangle,4,red,2256,2,2,1,0,1
945,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,33,1,1,4,color,star,1,blue,3026,1,1,0,0,0
946,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,42,3,3,5,color,star,3,green,1874,1,3,0,0,0
947,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,39,4,1,1,number,star,2,red,2679,2,2,1,0,1
948,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,8,1,4,2,number,circle,2,yellow,2463,2,2,1,0,1
949,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,14,1,2,3,number,circle,4,green,2030,1,1,0,0,0
950,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,39,4,1,4,number,star,2,red,3142,2,1,1,1,0
951,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,33,4,3,5,number,star,1,blue,2552,2,1,1,0,1
952,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,8,1,4,6,number,circle,2,yellow,3471,1,1,0,0,0
953,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,42,3,3,1,shape,star,3,green,2169,2,4,1,0,1
954,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,60,3,3,2,shape,triangle,3,yellow,4732,2,4,1,0,1
955,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,8,2,2,3,shape,circle,2,yellow,1863,1,2,0,0,0
956,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,30,4,4,4,shape,cross,4,green,1594,1,4,0,0,0
957,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,52,1,1,5,shape,triangle,1,yellow,3261,2,2,1,0,1
958,722573.0,s.5f549354-af60-4c11-b271-7396e5216de8.txt,5,2,2,6,shape,circle,2,blue,2125,1,2,0,0,0
